userId,billingCountry,transactionTime,product,price,amount,period
3586,India,1429191972,PRO,99.99,99.99,1
2191,United Kingdom,1429192978,GURU,199.99,199.99,1
25255,United Kingdom,1429198848,BUSINESS,399.99,399.99,1
16463,United Kingdom,1429200661,PRO,99.99,99.99,1
22331,United Kingdom,1429321961,GURU,199.99,199.99,1
49990,United Kingdom,1429327314,PRO,99.99,1007.9,12
50407,United Kingdom,1429360448,PRO,99.99,99.99,1
12331,United States,1429368872,PRO,99.99,99.99,1
71449,United States,1429390015,GURU,199.99,199.99,1
12403,Canada,1429390273,GURU,199.99,199.99,1
96089,United Kingdom,1429410927,PRO,99.99,99.99,1
16451,United States,1429425228,PRO,99.99,99.99,1
11709,United Kingdom,1429440251,GURU,199.99,199.99,1
17593,United States,1429449381,GURU,199.99,2015.9,12
96589,United Kingdom,1429524125,GURU,199.99,199.99,1
2995,Canada,1429550418,GURU,199.99,199.99,1
74933,United States,1429560658,PRO,99.99,79.99,1
75508,France,1429668299,GURU,199.99,159.99,1
46413,United States,1429691373,GURU,199.99,199.99,1
14148,United States,1429720589,GURU,199.99,199.99,1
18191,Canada,1429722535,GURU,199.99,2015.9,12
12306,United Kingdom,1429723993,PRO,99.99,99.99,1
69727,United Kingdom,1429762972,GURU,199.99,199.99,1
68496,United States,1429804241,PRO,99.99,1007.9,12
54545,United States,1429936146,PRO,99.99,99.99,1
141,Canada,1429951158,GURU,199.99,199.99,1
86589,India,1429959971,PRO,99.99,99.99,1
84077,Canada,1429971555,PRO,99.99,99.99,1
53620,Canada,1429986685,GURU,199.99,2015.9,12
3008,India,1429992503,BUSINESS,399.99,4031.9,12
28392,India,1430000507,BUSINESS,399.99,399.99,1
83140,United States,1430005515,BUSINESS,399.99,4031.9,12
77856,United Kingdom,1430014063,PRO,99.99,99.99,1
72100,United States,1430024852,BUSINESS,399.99,399.99,1
72357,France,1430036075,BUSINESS,399.99,399.99,1
89133,India,1430134235,PRO,99.99,99.99,1
2781,France,1430166831,PRO,99.99,99.99,1
51215,France,1430319664,GURU,199.99,2015.9,12
69039,United Kingdom,1430331024,PRO,99.99,99.99,1
69672,United States,1430340383,GURU,199.99,2015.9,12
49956,United Kingdom,1430365106,GURU,199.99,100.0,1
49513,India,1430373097,PRO,99.99,99.99,1
27919,United Kingdom,1430378961,PRO,99.99,99.99,1
89742,India,1430451551,PRO,99.99,99.99,1
26194,United States,1430461180,GURU,199.99,199.99,1
53863,United Kingdom,1430466338,BUSINESS,399.99,4031.9,12
4603,Canada,1430468795,PRO,99.99,1007.9,12
2097,United Kingdom,1430489114,PRO,99.99,99.99,1
54199,Canada,1430493280,PRO,99.99,99.99,1
48157,India,1430495788,PRO,99.99,99.99,1
91315,United States,1430498519,PRO,99.99,1007.9,12
38274,Canada,1430502792,PRO,99.99,99.99,1
91988,India,1430520669,BUSINESS,399.99,399.99,1
23343,United Kingdom,1430523867,PRO,99.99,99.99,1
77595,United States,1430576948,GURU,199.99,199.99,1
49848,United Kingdom,1430581281,GURU,199.99,199.99,1
28076,United States,1430667544,GURU,199.99,1612.72,12
15354,Canada,1430710063,GURU,199.99,199.99,1
64045,United States,1430732631,PRO,99.99,1007.9,12
84213,India,1430780833,PRO,99.99,99.99,1
45764,France,1430811576,PRO,99.99,99.99,1
73035,United States,1430815252,PRO,99.99,99.99,1
44963,United States,1430839733,PRO,99.99,99.99,1
79737,United Kingdom,1430845924,BUSINESS,399.99,399.99,1
87006,United Kingdom,1430853701,PRO,99.99,806.32,12
38901,United States,1431075599,PRO,99.99,99.99,1
98367,United States,1431076947,GURU,199.99,199.99,1
80282,United Kingdom,1431079130,PRO,99.99,1007.9,12
26394,United States,1431082102,GURU,199.99,199.99,1
37312,United Kingdom,1431092269,BUSINESS,399.99,399.99,1
81852,India,1431095973,PRO,99.99,1007.9,12
41476,India,1431104264,BUSINESS,399.99,399.99,1
35541,India,1431121619,GURU,199.99,159.99,1
17558,United Kingdom,1431124559,PRO,99.99,99.99,1
68191,Canada,1431127353,GURU,199.99,159.99,1
96421,United Kingdom,1431136049,PRO,99.99,99.99,1
14706,United Kingdom,1431165903,BUSINESS,399.99,399.99,1
85017,United States,1431168922,GURU,199.99,2015.9,12
78284,United Kingdom,1431178725,PRO,99.99,99.99,1
86028,United States,1431192502,BUSINESS,399.99,399.99,1
22113,United Kingdom,1431255930,PRO,99.99,99.99,1
78731,United States,1431265159,PRO,99.99,99.99,1
77387,United Kingdom,1431268236,GURU,199.99,199.99,1
90445,India,1431268601,PRO,99.99,99.99,1
59007,United Kingdom,1431290301,PRO,99.99,99.99,1
17902,United Kingdom,1431298841,GURU,199.99,199.99,1
71372,Canada,1431300728,GURU,199.99,199.99,1
40266,Canada,1431337572,PRO,99.99,99.99,1
25233,United States,1431343555,GURU,199.99,159.99,1
32734,United States,1431361469,GURU,199.99,2015.9,12
95442,United States,1431366601,BUSINESS,399.99,4031.9,12
4723,United States,1431379995,GURU,199.99,2015.9,12
69544,United States,1431404776,GURU,199.99,199.99,1
55719,United States,1431423686,BUSINESS,399.99,4031.9,12
33900,United Kingdom,1431440651,PRO,99.99,49.99,1
22751,India,1431459580,GURU,199.99,199.99,1
26858,United States,1431463339,GURU,199.99,199.99,1
4238,France,1431464017,PRO,99.99,99.99,1
8815,United Kingdom,1431467672,PRO,99.99,99.99,1
26836,United Kingdom,1431494881,PRO,99.99,99.99,1
90994,United States,1431650459,PRO,99.99,99.99,1
2906,United States,1431652973,PRO,99.99,99.99,1
11068,United Kingdom,1431656854,PRO,99.99,99.99,1
22855,Canada,1431657549,GURU,199.99,199.99,1
90935,Canada,1431679348,GURU,199.99,199.99,1
10772,India,1431683860,PRO,99.99,99.99,1
33206,France,1431693200,GURU,199.99,2015.9,12
62598,United States,1431699503,GURU,199.99,2015.9,12
15279,India,1431705302,GURU,199.99,199.99,1
60184,India,1431705923,PRO,99.99,99.99,1
17165,United States,1431712293,GURU,199.99,199.99,1
97242,United Kingdom,1431714318,GURU,199.99,199.99,1
56143,India,1431719850,GURU,199.99,199.99,1
75766,France,1431730608,GURU,199.99,199.99,1
97117,India,1431734367,PRO,99.99,99.99,1
32326,India,1431761665,PRO,99.99,99.99,1
6254,United States,1431765759,BUSINESS,399.99,399.99,1
93966,France,1431773789,PRO,99.99,79.99,1
25255,United Kingdom,1431790848,BUSINESS,399.99,399.99,1
16463,United Kingdom,1431792661,PRO,99.99,99.99,1
90815,United States,1431835332,PRO,99.99,1007.9,12
67403,United Kingdom,1431853047,GURU,199.99,100.0,1
38147,United States,1431859072,PRO,99.99,99.99,1
34223,United Kingdom,1431874360,PRO,99.99,99.99,1
7022,United States,1431874854,GURU,199.99,199.99,1
3607,United States,1431884659,GURU,199.99,199.99,1
22331,United Kingdom,1431913961,PRO,99.99,1007.9,12
12331,United States,1431960872,GURU,199.99,2015.9,12
7958,United Kingdom,1431966037,PRO,99.99,1007.9,12
12403,Canada,1431982273,GURU,199.99,199.99,1
99953,United States,1431990160,PRO,99.99,99.99,1
96089,United Kingdom,1432002927,PRO,99.99,99.99,1
84503,India,1432023545,PRO,99.99,99.99,1
57445,Canada,1432077817,GURU,199.99,2015.9,12
93420,United Kingdom,1432107756,GURU,199.99,199.99,1
96589,United Kingdom,1432116125,GURU,199.99,199.99,1
2995,Canada,1432142418,GURU,199.99,199.99,1
74933,United States,1432152658,PRO,99.99,99.99,1
91706,United Kingdom,1432275656,PRO,99.99,503.95,12
46413,United States,1432283373,GURU,199.99,199.99,1
76123,United States,1432285326,GURU,199.99,199.99,1
18526,United States,1432290226,PRO,99.99,79.99,1
34578,India,1432291215,PRO,99.99,49.99,1
69075,United States,1432302917,PRO,99.99,99.99,1
14148,United States,1432312589,GURU,199.99,199.99,1
21640,India,1432318653,GURU,199.99,199.99,1
2554,United States,1432322779,PRO,99.99,99.99,1
20001,United States,1432334503,GURU,199.99,199.99,1
69727,United Kingdom,1432354972,GURU,199.99,199.99,1
3215,India,1432371477,PRO,99.99,99.99,1
44820,United States,1432378864,PRO,99.99,99.99,1
57559,United Kingdom,1432389695,PRO,99.99,49.99,1
16547,United Kingdom,1432391423,PRO,99.99,1007.9,12
80135,India,1432491018,PRO,99.99,99.99,1
12910,United Kingdom,1432511906,BUSINESS,399.99,399.99,1
10827,India,1432533536,PRO,99.99,1007.9,12
46940,India,1432541781,PRO,99.99,49.99,1
78226,United Kingdom,1432546331,PRO,99.99,99.99,1
86589,India,1432551971,PRO,99.99,99.99,1
44646,United Kingdom,1432557791,PRO,99.99,99.99,1
48653,United States,1432570491,PRO,99.99,99.99,1
58930,United States,1432581503,PRO,99.99,1007.9,12
42042,United Kingdom,1432629172,BUSINESS,399.99,200.0,1
12851,United Kingdom,1432654393,PRO,99.99,99.99,1
50031,United Kingdom,1432657212,PRO,99.99,99.99,1
9828,United States,1432662952,GURU,199.99,199.99,1
71143,United Kingdom,1432677046,PRO,99.99,49.99,1
72452,France,1432678418,BUSINESS,399.99,399.99,1
34444,United Kingdom,1432683087,GURU,199.99,199.99,1
82351,United Kingdom,1432725522,GURU,199.99,199.99,1
89133,India,1432726235,PRO,99.99,99.99,1
74268,United Kingdom,1432762826,PRO,99.99,79.99,1
85782,United Kingdom,1432887524,GURU,199.99,2015.9,12
43398,United Kingdom,1432894640,PRO,99.99,1007.9,12
34411,Canada,1432895476,PRO,99.99,1007.9,12
17415,France,1432919368,GURU,199.99,199.99,1
69039,United Kingdom,1432923024,PRO,99.99,99.99,1
62323,United States,1432942546,PRO,99.99,99.99,1
49513,India,1432965097,PRO,99.99,99.99,1
62936,United States,1432967305,PRO,99.99,99.99,1
17579,India,1433048109,PRO,99.99,99.99,1
42351,France,1433064861,PRO,99.99,99.99,1
97278,United States,1433070465,PRO,99.99,99.99,1
5298,India,1433071223,GURU,199.99,199.99,1
18261,United Kingdom,1433078669,PRO,99.99,99.99,1
64690,United Kingdom,1433095811,PRO,99.99,99.99,1
96524,India,1433099228,GURU,199.99,199.99,1
37120,United States,1433100777,PRO,99.99,99.99,1
5370,France,1433109368,GURU,199.99,199.99,1
26631,United Kingdom,1433143709,PRO,99.99,99.99,1
60017,Canada,1433152389,PRO,99.99,99.99,1
72003,United Kingdom,1433164091,PRO,99.99,99.99,1
54199,Canada,1433171680,PRO,99.99,99.99,1
48157,India,1433174188,PRO,99.99,99.99,1
92218,France,1433178722,GURU,199.99,199.99,1
38274,Canada,1433181192,PRO,99.99,99.99,1
23343,United Kingdom,1433202267,PRO,99.99,99.99,1
82264,France,1433206668,GURU,199.99,199.99,1
41493,India,1433252012,PRO,99.99,99.99,1
28762,United States,1433292667,PRO,99.99,99.99,1
2641,United Kingdom,1433341335,GURU,199.99,199.99,1
20366,United States,1433343795,PRO,99.99,99.99,1
25172,United Kingdom,1433345856,PRO,99.99,99.99,1
8231,United States,1433375339,PRO,99.99,99.99,1
15354,Canada,1433388463,PRO,99.99,99.99,1
61470,France,1433411943,PRO,99.99,1007.9,12
38090,United States,1433417188,BUSINESS,399.99,4031.9,12
46552,United States,1433429050,PRO,99.99,99.99,1
63633,United Kingdom,1433511665,PRO,99.99,99.99,1
91420,United States,1433513275,BUSINESS,399.99,200.0,1
48832,India,1433518240,PRO,99.99,99.99,1
79737,United Kingdom,1433524324,PRO,99.99,99.99,1
40467,India,1433537634,GURU,199.99,100.0,1
40812,India,1433542349,PRO,99.99,49.99,1
97467,India,1433683104,PRO,99.99,99.99,1
39420,Canada,1433691284,PRO,99.99,99.99,1
9575,United Kingdom,1433695495,GURU,199.99,199.99,1
36571,India,1433695534,GURU,199.99,199.99,1
33610,United States,1433723638,BUSINESS,399.99,399.99,1
10585,United States,1433731947,GURU,199.99,199.99,1
97463,United Kingdom,1433736586,GURU,199.99,199.99,1
98367,United States,1433755347,GURU,199.99,199.99,1
76399,India,1433766867,GURU,199.99,199.99,1
37312,United Kingdom,1433770669,BUSINESS,399.99,399.99,1
10855,France,1433776477,BUSINESS,399.99,4031.9,12
8238,United States,1433779596,PRO,99.99,99.99,1
41476,India,1433782664,BUSINESS,399.99,399.99,1
69192,United Kingdom,1433784535,PRO,99.99,99.99,1
80051,United Kingdom,1433790425,PRO,99.99,1007.9,12
44435,United States,1433798057,PRO,99.99,79.99,1
74085,United States,1433798398,GURU,199.99,159.99,1
35541,India,1433800019,GURU,199.99,159.99,1
17558,United Kingdom,1433802959,PRO,99.99,99.99,1
67928,United States,1433806716,PRO,99.99,99.99,1
14706,United Kingdom,1433844303,BUSINESS,399.99,399.99,1
78284,United Kingdom,1433857125,PRO,99.99,99.99,1
33640,India,1433867207,PRO,99.99,79.99,1
22113,United Kingdom,1433934330,PRO,99.99,99.99,1
21642,France,1433937241,PRO,99.99,503.95,12
90445,India,1433947001,PRO,99.99,99.99,1
8547,United States,1433969376,PRO,99.99,1007.9,12
46458,United Kingdom,1433971384,PRO,99.99,99.99,1
50899,India,1433977697,GURU,199.99,2015.9,12
71372,Canada,1433979128,BUSINESS,399.99,399.99,1
41906,United Kingdom,1434017353,GURU,199.99,199.99,1
42600,India,1434042693,BUSINESS,399.99,399.99,1
17567,Canada,1434043767,PRO,99.99,49.99,1
34736,United States,1434055991,GURU,199.99,2015.9,12
18913,United Kingdom,1434081059,PRO,99.99,99.99,1
63033,United States,1434082883,GURU,199.99,199.99,1
6794,United States,1434094499,PRO,99.99,806.32,12
73108,United Kingdom,1434097776,PRO,99.99,49.99,1
76040,India,1434103896,PRO,99.99,99.99,1
22751,India,1434137980,GURU,199.99,199.99,1
75696,United Kingdom,1434138861,PRO,99.99,1007.9,12
57730,United States,1434141590,PRO,99.99,99.99,1
4238,France,1434142417,PRO,99.99,99.99,1
60095,India,1434145664,GURU,199.99,199.99,1
43574,Canada,1434148868,GURU,199.99,199.99,1
7383,France,1434149046,PRO,99.99,99.99,1
26836,United Kingdom,1434173281,PRO,99.99,1007.9,12
5974,United Kingdom,1434186828,PRO,99.99,99.99,1
98233,Canada,1434264763,GURU,199.99,199.99,1
54646,United States,1434284785,PRO,99.99,99.99,1
16909,India,1434297549,PRO,99.99,79.99,1
26116,United Kingdom,1434304150,GURU,199.99,199.99,1
47561,United Kingdom,1434305119,BUSINESS,399.99,399.99,1
90994,United States,1434328859,PRO,99.99,79.99,1
2906,United States,1434331373,PRO,99.99,99.99,1
22855,Canada,1434335949,PRO,99.99,99.99,1
89236,United Kingdom,1434341351,PRO,99.99,1007.9,12
62244,United States,1434347048,GURU,199.99,199.99,1
20250,France,1434352890,PRO,99.99,99.99,1
27591,United States,1434359763,PRO,99.99,99.99,1
55578,Canada,1434361310,PRO,99.99,1007.9,12
10772,India,1434362260,PRO,99.99,99.99,1
61338,India,1434381550,GURU,199.99,199.99,1
60184,India,1434384323,PRO,99.99,99.99,1
37244,United Kingdom,1434385919,GURU,199.99,199.99,1
29327,United States,1434386007,PRO,99.99,99.99,1
94282,Canada,1434396111,PRO,99.99,1007.9,12
75766,France,1434409008,GURU,199.99,199.99,1
77993,United Kingdom,1434422544,GURU,199.99,199.99,1
32326,India,1434440065,PRO,99.99,99.99,1
25255,United Kingdom,1434469248,GURU,199.99,199.99,1
16463,United Kingdom,1434471061,PRO,99.99,99.99,1
72424,India,1434481076,PRO,99.99,1007.9,12
7983,United Kingdom,1434531775,PRO,99.99,99.99,1
15074,United States,1434532864,GURU,199.99,199.99,1
34223,United Kingdom,1434552760,PRO,99.99,99.99,1
7022,United States,1434553254,GURU,199.99,199.99,1
42368,United States,1434557683,BUSINESS,399.99,200.0,1
3607,United States,1434563059,GURU,199.99,2015.9,12
58831,United States,1434566640,PRO,99.99,99.99,1
14628,United Kingdom,1434580419,PRO,99.99,1007.9,12
74912,United Kingdom,1434614639,PRO,99.99,99.99,1
64550,India,1434649344,GURU,199.99,199.99,1
98440,United States,1434654283,GURU,199.99,2015.9,12
12403,Canada,1434660673,PRO,99.99,99.99,1
35625,India,1434681618,PRO,99.99,99.99,1
61061,Canada,1434720528,PRO,99.99,79.99,1
87330,United Kingdom,1434721357,GURU,199.99,199.99,1
51835,United Kingdom,1434747379,GURU,199.99,199.99,1
74933,United States,1434831058,PRO,99.99,99.99,1
24173,United States,1434846570,PRO,99.99,99.99,1
57354,United Kingdom,1434854374,PRO,99.99,99.99,1
3832,United Kingdom,1434871453,GURU,199.99,199.99,1
86831,United States,1434918613,GURU,199.99,2015.9,12
23165,India,1434940311,PRO,99.99,99.99,1
56984,United Kingdom,1434941659,PRO,99.99,99.99,1
3493,United Kingdom,1434941915,PRO,99.99,99.99,1
28514,United Kingdom,1434942466,PRO,99.99,99.99,1
68874,France,1434955989,PRO,99.99,99.99,1
48227,United Kingdom,1434957283,GURU,199.99,199.99,1
46413,United States,1434961773,PRO,99.99,99.99,1
76123,United States,1434963726,GURU,199.99,199.99,1
65536,India,1434973328,GURU,199.99,2015.9,12
35053,United States,1434979497,BUSINESS,399.99,399.99,1
27282,Canada,1434985366,GURU,199.99,199.99,1
75509,India,1434992218,BUSINESS,399.99,399.99,1
21640,India,1434997053,PRO,99.99,1007.9,12
74443,United Kingdom,1435017257,PRO,99.99,1007.9,12
3215,India,1435049877,PRO,99.99,99.99,1
78952,Canada,1435160626,PRO,99.99,99.99,1
92991,India,1435176080,GURU,199.99,2015.9,12
12910,United Kingdom,1435190306,GURU,199.99,199.99,1
29636,India,1435228575,GURU,199.99,199.99,1
86589,India,1435230371,PRO,99.99,99.99,1
48653,United States,1435248891,PRO,99.99,99.99,1
